# X      Y
4.964714238046362738e+01 6.245495186792190623e+01 7.263795380108096822e+01 7.958111896566204280e+01 8.363759749261863874e+01 8.565891167450104149e+01 8.363759749261863874e+01 7.958111896566204280e+01 7.263795380108095401e+01 6.245495186792189202e+01 4.964714238046361316e+01
6.332214870198417600e+01 7.964258517895464706e+01 9.261026404829824799e+01 1.014453285494276003e+02 1.066040027998810444e+02 1.091777160640623947e+02 1.066040027998810302e+02 1.014453285494275718e+02 9.261026404829823377e+01 7.964258517895461864e+01 6.332214870198416179e+01
7.274734864178012117e+01 9.147698115414156916e+01 1.063482797669794309e+02 1.164713383542491130e+02 1.223779259032810103e+02 1.253289836401827841e+02 1.223779259032809819e+02 1.164713383542491130e+02 1.063482797669794166e+02 9.147698115414155495e+01 7.274734864178010696e+01
7.514164763928603463e+01 9.446301094927194697e+01 1.097909894727508657e+02 1.202138273597530116e+02 1.262902209055741736e+02 1.293313216369010661e+02 1.262902209055741736e+02 1.202138273597530116e+02 1.097909894727509084e+02 9.446301094927196118e+01 7.514164763928602042e+01
6.896893636762071367e+01 8.667352292806766911e+01 1.007031216354865677e+02 1.102297787534894553e+02 1.157775754576586280e+02 1.185603789504261982e+02 1.157775754576586280e+02 1.102297787534894411e+02 1.007031216354865535e+02 8.667352292806764069e+01 6.896893636762068525e+01
5.427294702876334043e+01 6.816897527874105833e+01 7.916132498668602580e+01 8.660931548552646575e+01 9.093910473001906780e+01 9.311861207119913786e+01 9.093910473001903938e+01 8.660931548552646575e+01 7.916132498668601158e+01 6.816897527874105833e+01 5.427294702876331201e+01
3.258548122413819215e+01 4.088053305135455417e+01 4.741651156804149991e+01 5.182324135157503520e+01 5.437494508755762723e+01 5.566972501413859931e+01 5.437494508755763434e+01 5.182324135157504941e+01 4.741651156804152123e+01 4.088053305135458260e+01 3.258548122413819925e+01
6.572969257188661096e+00 8.164622465052470801e+00 9.374822783927658776e+00 1.015346250633538183e+01 1.058697559587443493e+01 1.082476429545553209e+01 1.058697559587444736e+01 1.015346250633540670e+01 9.374822783927692527e+00 8.164622465052509881e+00 6.572969257188703729e+00
-2.042895483473493812e+01 -2.578275877137595629e+01 -3.008378224970505954e+01 -3.305377875203858196e+01 -3.480617128327762089e+01 -3.566187567147206039e+01 -3.480617128327761378e+01 -3.305377875203856775e+01 -3.008378224970504178e+01 -2.578275877137593852e+01 -2.042895483473490970e+01
-4.491002406648571110e+01 -5.654798408399319953e+01 -6.582862311245827414e+01 -7.217987438245037879e+01 -7.590127464762969112e+01 -7.774469138824089498e+01 -7.590127464762969112e+01 -7.217987438245036458e+01 -6.582862311245828835e+01 -5.654798408399319243e+01 -4.491002406648571110e+01
-6.366475649800324277e+01 -8.010245342558944515e+01 -9.317870037635688618e+01 -1.021007031457859142e+02 -1.073161098344484117e+02 -1.099120472595536313e+02 -1.073161098344483975e+02 -1.021007031457858858e+02 -9.317870037635685776e+01 -8.010245342558940251e+01 -6.366475649800320724e+01
-7.421722370421832693e+01 -9.333636857287568489e+01 -1.085228333457191212e+02 -1.188653970634009056e+02 -1.249023501451283664e+02 -1.279162067170437638e+02 -1.249023501451283664e+02 -1.188653970634009056e+02 -1.085228333457191070e+02 -9.333636857287565647e+01 -7.421722370421831272e+01
-7.514801496082375820e+01 -9.446938949801167951e+01 -1.097965078451642853e+02 -1.202180272275427484e+02 -1.262933136757926746e+02 -1.293342025640646682e+02 -1.262933136757926746e+02 -1.202180272275427200e+02 -1.097965078451642427e+02 -9.446938949801165109e+01 -7.514801496082371557e+01
-6.628453297611633843e+01 -8.328933500859275796e+01 -9.675869676875562675e+01 -1.059001087163029950e+02 -1.112213327387161712e+02 -1.138927570444924839e+02 -1.112213327387161428e+02 -1.059001087163029666e+02 -9.675869676875561254e+01 -8.328933500859271533e+01 -6.628453297611631001e+01
-4.872995198196727529e+01 -6.118796462800403901e+01 -7.103272368702648976e+01 -7.769463985478820689e+01 -8.156351540863279581e+01 -8.351503693942684947e+01 -8.156351540863279581e+01 -7.769463985478817847e+01 -7.103272368702647555e+01 -6.118796462800400349e+01 -4.872995198196724687e+01
-2.472621566561984707e+01 -3.098810324313650355e+01 -3.590458445737860416e+01 -3.920454777520581047e+01 -4.110846965824436694e+01 -4.208164790755500206e+01 -4.110846965824435273e+01 -3.920454777520579626e+01 -3.590458445737857573e+01 -3.098810324313647513e+01 -2.472621566561981155e+01
2.632028399516172179e+00 3.416568249943310764e+00 4.096394600530722130e+00 4.607126751109459128e+00 4.927229062919479041e+00 5.064643760261191119e+00 4.927229062919484370e+00 4.607126751109468010e+00 4.096394600530734564e+00 3.416568249943325863e+00 2.632028399516190831e+00
2.979612046560738392e+01 3.756317239871611235e+01 4.378114273768395748e+01 4.805672728525171067e+01 5.057122538312908944e+01 5.180736370362629373e+01 5.057122538312908944e+01 4.805672728525171067e+01 4.378114273768396458e+01 3.756317239871612657e+01 2.979612046560740168e+01
5.322338562510172721e+01 6.699816641888793356e+01 7.797354665567914367e+01 8.547683270519361542e+01 8.986968585562374301e+01 9.204932094212261973e+01 8.986968585562374301e+01 8.547683270519360121e+01 7.797354665567912946e+01 6.699816641888790514e+01 5.322338562510169169e+01
6.983884913302190967e+01 8.785779996001460290e+01 1.021851196003670594e+02 1.119549980018129816e+02 1.176633970343295346e+02 1.205073981117654967e+02 1.176633970343295346e+02 1.119549980018129531e+02 1.021851196003670452e+02 8.785779996001460290e+01 6.983884913302189545e+01
7.743853572379909167e+01 9.737489614400412563e+01 1.132037591626703374e+02 1.239781564634104569e+02 1.302645621108608225e+02 1.334056072414872176e+02 1.302645621108607941e+02 1.239781564634104569e+02 1.132037591626703374e+02 9.737489614400409721e+01 7.743853572379907746e+01
7.498149910619264347e+01 9.424553651967723056e+01 1.095194259216962962e+02 1.198982177300110834e+02 1.259455813127695336e+02 1.289755643362265118e+02 1.259455813127695336e+02 1.198982177300110408e+02 1.095194259216962962e+02 9.424553651967721635e+01 7.498149910619264347e+01
6.273192980196938606e+01 7.880711296313087644e+01 9.153039243343125975e+01 1.001572221863256971e+02 1.051751041876736110e+02 1.076981219384568504e+02 1.051751041876735826e+02 1.001572221863256686e+02 9.153039243343123132e+01 7.880711296313086223e+01 6.273192980196935054e+01
4.223200168889560757e+01 5.300350961319647070e+01 6.150198085306463014e+01 6.724138955682170149e+01 7.056920295854294523e+01 7.225324782303047755e+01 7.056920295854293101e+01 6.724138955682170149e+01 6.150198085306461593e+01 5.300350961319644938e+01 4.223200168889558626e+01
1.610805399295336215e+01 2.014076740677140620e+01 2.328178833080641397e+01 2.536854013426612298e+01 2.656244308149301503e+01 2.718305631812700085e+01 2.656244308149302213e+01 2.536854013426614074e+01 2.328178833080643528e+01 2.014076740677143462e+01 1.610805399295339413e+01
-1.226557503521894610e+01 -1.553611074581467655e+01 -1.819286310613524194e+01 -2.005188104513751668e+01 -2.115986342603975956e+01 -2.168971245536497250e+01 -2.115986342603976667e+01 -2.005188104513753089e+01 -1.819286310613526325e+01 -1.553611074581469964e+01 -1.226557503521897274e+01
-3.920207236735122791e+01 -4.939109069598046631e+01 -5.753225466784814301e+01 -6.311710985513042971e+01 -6.639559974187616831e+01 -6.801338079221116573e+01 -6.639559974187616831e+01 -6.311710985513042971e+01 -5.753225466784815723e+01 -4.939109069598047341e+01 -3.920207236735123502e+01
-6.118086086951802827e+01 -7.699910083833471219e+01 -8.959416902775737412e+01 -9.819762099292971413e+01 -1.032313035801256405e+02 -1.057322216285494676e+02 -1.032313035801256405e+02 -9.819762099292972835e+01 -8.959416902775740255e+01 -7.699910083833474062e+01 -6.118086086951804248e+01
-7.530738327922431097e+01 -9.472397558112271554e+01 -1.101555366148967607e+02 -1.206724613479607058e+02 -1.268146156881038848e+02 -1.298774962518187692e+02 -1.268146156881038564e+02 -1.206724613479606774e+02 -1.101555366148967323e+02 -9.472397558112270133e+01 -7.530738327922426834e+01
-7.969395827581377034e+01 -1.001969232878808214e+02 -1.164681708942975575e+02 -1.275373827933631503e+02 -1.339928936650753712e+02 -1.372213905467810093e+02 -1.339928936650753712e+02 -1.275373827933631787e+02 -1.164681708942975575e+02 -1.001969232878808214e+02 -7.969395827581375613e+01
